Parameter: Temperatuur
SensorIdentificatie: Curieuzeneuzen temperatuur 12 cm boven maaiveld
Instrument 2020-003700: 2021-04-03T00:00:00.000+02:00 - 2021-10-02T23:59:00.000+02:00
2021-04-06T02:00:00.000+02:00,0.75,1
2021-04-06T02:15:00.000+02:00,0.75,1
2021-04-06T02:30:00.000+02:00,0.75,1
2021-04-06T02:45:00.000+02:00,1.0,1
2021-04-06T03:00:00.000+02:00,1.0,1
2021-04-06T03:15:00.000+02:00,0.75,1
2021-04-06T03:30:00.000+02:00,0.63,1
2021-04-06T03:45:00.000+02:00,0.25,1
2021-04-06T04:00:00.000+02:00,0.38,1
2021-04-06T04:15:00.000+02:00,0.38,1
2021-04-06T04:30:00.000+02:00,0.19,1
2021-04-06T04:45:00.000+02:00,0.5,1
2021-04-06T05:00:00.000+02:00,0.5,1
2021-04-06T05:15:00.000+02:00,0.31,1
2021-04-06T05:30:00.000+02:00,0.5,1
2021-04-06T05:45:00.000+02:00,0.38,1
2021-04-06T06:00:00.000+02:00,0.25,1
2021-04-06T06:15:00.000+02:00,0.19,1
2021-04-06T06:30:00.000+02:00,0.06,1
2021-04-06T06:45:00.000+02:00,0.25,1
2021-04-06T07:00:00.000+02:00,0.38,1
2021-04-06T07:15:00.000+02:00,0.5,1
2021-04-06T07:30:00.000+02:00,0.5,1
2021-04-06T07:45:00.000+02:00,0.63,1
2021-04-06T08:00:00.000+02:00,0.5,1
2021-04-06T08:15:00.000+02:00,0.56,1
2021-04-06T08:30:00.000+02:00,0.38,1
2021-04-06T08:45:00.000+02:00,0.31,1
2021-04-06T09:00:00.000+02:00,0.13,1
2021-04-06T09:15:00.000+02:00,0.38,1
2021-04-06T09:30:00.000+02:00,1.88,1
2021-04-06T09:45:00.000+02:00,1.81,1
2021-04-06T10:00:00.000+02:00,1.25,1
2021-04-06T10:15:00.000+02:00,0.69,1
2021-04-06T10:30:00.000+02:00,1.56,1
2021-04-06T10:45:00.000+02:00,3.94,1
2021-04-06T11:00:00.000+02:00,1.0,1
2021-04-06T11:15:00.000+02:00,3.25,1
2021-04-06T11:30:00.000+02:00,5.38,1
2021-04-06T11:45:00.000+02:00,1.06,1
2021-04-06T12:00:00.000+02:00,2.5,1
2021-04-06T12:15:00.000+02:00,4.44,1
2021-04-06T12:30:00.000+02:00,3.25,1
2021-04-06T12:45:00.000+02:00,3.44,1
2021-04-06T13:00:00.000+02:00,3.75,1
2021-04-06T13:15:00.000+02:00,3.5,1
2021-04-06T13:30:00.000+02:00,4.88,1
2021-04-06T13:45:00.000+02:00,1.38,1
2021-04-06T14:00:00.000+02:00,2.13,1
